itype,inclination_degrees,eccentricity_std,period_minutes_std,name_of_satellite_alternate_names,country_org_of_un_registry,country_of_operator_owner,operator_owner,users,purpose,detailed_purpose,class_of_orbit,type_of_orbit,longitude_of_geo_degrees,perigee_km,apogee_km,eccentricity,period_minutes,launch_mass_kg,dry_mass_kg,power_watts,date_of_launch,expected_lifetime_yrs,contractor,country_of_contractor,launch_site,launch_vehicle,cospar_number,norad_number,comments
Low,0.03,-0.1606825366521692,1.239427930577826,"AMC-8 (Americom-8, GE-8, Aurora 3)",USA,USA,SES S.A.,Commercial,Communications,NA,GEO,NA,-139,35773,35798,2.9652121312758714e-4,1436.07,2015,919,3300,2000-12-19T00:00:00Z,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5G,2000-081B,26639,"Cable television and radio programming; 24 C-band; CONUS, Alaska, Hawaii, Caribbean"
Low,0.04,-0.16294244069284777,1.2394690535689465,Amos 3,NR,Israel,Space-Communication Ltd.,Military/Commercial,Communications,NA,GEO,NA,-3.99,35783,35789,7.116424708226587e-5,1436.1,NA,NA,NA,2008-04-28T00:00:00Z,12,Israel Aircraft Industries (IAI),Israel,Baikonur Cosmodrome,Zenit 3SLB,2008-022A,32794,"15 transponders, Ku and Ka bands."
Low,0.01,-0.14423584991242216,1.2338489114491435,Amos 4,NR,Israel,Space-Communication Ltd.,Military/Commercial,Communications,NA,GEO,NA,65,35633,35796,0.0019365799760006654,1432,NA,NA,NA,2013-08-31T00:00:00Z,12,Israel Aircraft Industries (IAI),Israel,Baikonur Cosmodrome,Zenit 2SB,2013-045A,39237,"Full range of satellite services for Russia, the Middle East and additional service areas. Suggested military surveillance purpose as well."
High,101.4,-0.15147282008745852,-0.5715874753783535,Amsat-Oscar 7 (AO-7),USA,USA,AMSAT-NA,Civil,Communications,NA,LEO,Polar,0,1440,1459,0.001214911439350342,114.9,29,NA,NA,1974-11-15T00:00:00Z,NA,Amsat-NA,USA,Vandenberg AFB,Delta 2310,1974-089B,7530,American amateur radio satellite.
Low,0.02,-0.16187195537652171,1.2394416382415328,Anik F1,Canada,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,NA,GEO,NA,-107.27,35778,35793,1.7791272787655228e-4,1436.08,4710,2950,"15,500 (EOL)",2000-11-21T00:00:00Z,15,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,2000-076A,26624,"36 C-band and 48 Ku-band transponders; broadcasting, business; North and South America; faulty solar panels may affect operations by 2005."
Low,0.02,-0.16151515515244233,1.2394690535689465,Anik F1R,Canada,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,NA,GEO,NA,-107.3,35777,35795,2.134927412467976e-4,1436.1,4500,NA,10000,2005-09-09T00:00:00Z,15,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M,2005-036A,28868,"32 Ku-band, 24 C-band transponders, 2 navigation transponders; North America."
Low,0.01,-0.16258560661113325,1.2394416382415328,Anik F2,Canada,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,NA,GEO,NA,-111.07,35781,35790,1.0674763672593138e-4,1436.08,5910,3805,16000,2004-07-18T00:00:00Z,15,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5,2004-027A,28378,"24 30W C-band, 40 127W Ku-band, 50 90W transponders for broadband and telemedicine to northern US states and Canada"
Low,0.01,-0.16175303607584327,1.2394690535689465,Anik F3,Canada,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,NA,GEO,NA,-118.69,35778,35794,1.89771325552709e-4,1436.1,4715,NA,17500,2007-04-09T00:00:00Z,15,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M,2007-009A,31102,"32 Ku-band, 24 C-band and 2 Ka-band transponders; voice and video throughout North America."
Low,0.01,-0.16056363145883873,1.2394416382415328,Anik G1,NR,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,NA,GEO,NA,-107.3,35773,35799,3.083784040231521e-4,1436.08,4905,NA,17500,2013-04-15T00:00:00Z,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2013-014A,39127,16 extended Ku-band transponders fully contracted to Shaw Direct for 15 years.
High,97.96,-0.1036930218614958,-0.5961379010772985,AntelSat,NR,Uruguay,"Facultad de Ingeniería de la Universidad de la República (FING), ANTEL",Civil,Technology Development,NA,LEO,Sun-Synchronous,0,612,696,0.005979498861047836,96.99,2,NA,NA,2014-06-19T00:00:00Z,NA,"Facultad de Ingeniería de la Universidad de la República (FING), ANTEL",Uruguay,Dombarovsky Air Base,Dnepr,2014-033AA,40034,"Developmental communications systems operating at VHF,UHF and S-band, and an Earth-imaging system with detectors in the near infrared and visible bands."
High,97.3,-0.1402907519776541,-0.5994140327032325,Aoba-VELOX 4,NR (3/19),Japan,Kyushu Institute of Technology (KIT),Civil,Technology Development,NA,LEO,Sun-Synchronous,0,481,513,0.002329983981360128,94.6,3,NA,NA,2019-01-18T00:00:00Z,NA,Kyushu Institute of Technology,Japan,Uchinoura Space Center,Epsilon,2019-003J,43940,"Will demonstrate an attitude control and orbital control system, and a low-light camera, for lunar observations."
High,51.64,-0.15551217868078587,-0.6021281501171862,"Aoxiang-1 (QB50, CN04)",NR (11/18),China,Northwestern Polytechnical University (NPU),Civil,Earth Science,NA,LEO,Non-Polar Inclined,0,397,408,8.121077888519749e-4,92.62,2,NA,NA,2017-05-26T00:00:00Z,NA,Northwestern Polytechnical University (NPU),China,International Space Station,Nanorack Deployer,1998-067MQ,42735,Payload for lower thermospheric detection.
High,98,-0.11563415683851366,-0.5928343541239508,AprizeSat 1 (LatinSat-C),USA,Argentina,Aprize Satellite Argentina,Commercial,Communications/Technology Development,NA,LEO,Sun-Synchronous,0,696,764,0.004788732394366197,99.4,12,12,NA,2004-06-29T00:00:00Z,NA,Aprize Satellite,Argentina,Baikonur Cosmodrome,Dnepr,2004-025G,28372,Messaging services.
High,97.9,-0.07822565716554737,-0.594753427042908,AprizeSat 10 (exactView-13),NR,USA/Argentina,Aprize Satellite,Commercial,Communications/Maritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0,613,733,0.008519096975720574,98,12,12,NA,2014-06-19T00:00:00Z,NA,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2014-033K,40019,Will provide tracking and data monitoring services for companies with remote or mobile assets.
High,98.2,-0.054135999433743746,-0.5916006643903354,AprizeSat 2 (LatinSat-D),USA,Argentina,Aprize Satellite Argentina,Commercial,Communications/Technology Development,NA,LEO,Sun-Synchronous,0,694,850,0.010921310557266872,100.3,12,12,NA,2004-06-29T00:00:00Z,NA,Aprize Satellite,Argentina,Baikonur Cosmodrome,Dnepr,2004-025A,28366,Messaging services.
High,98.18,-0.08967175961020878,-0.5961241934135917,AprizeSat 3,USA,USA/Argentina,Aprize Satellite,Commercial,Communications/Maritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0,559,662,0.007377695007520951,97,12,12,NA,2009-07-29T00:00:00Z,NA,SpaceQuest,USA,Baikonur Cosmodrome,Dnepr,2009-041F,35686,Will provide tracking and data monitoring services for companies with remote or mobile assets.
High,98.1,-0.11357992605955498,-0.5954388102282498,AprizeSat 4,USA,USA/Argentina,Aprize Satellite,Commercial,Communications/Maritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0,604,674,0.0049935796832643745,97.5,12,12,NA,2009-07-29T00:00:00Z,NA,SpaceQuest,USA,Baikonur Cosmodrome,Dnepr,2009-041D,35684,Will provide tracking and data monitoring services for companies with remote or mobile assets.
High,98.2,-0.1036759432338679,-0.5950275803170447,AprizeSat 5,USA,Canada,Aprize Satellite,Commercial,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,0,610,694,0.005981201936770151,97.8,12,12,NA,2011-08-17T00:00:00Z,NA,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2011-044E,37792,Continuation of constellation.
High,97.8,-0.12135549118404672,-0.5958911631305754,AprizeSat 7,USA,Canada,Aprize Satellite,Commercial,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,0,594,653,0.004218202616715521,97.17,12,12,NA,2013-11-21T00:00:00Z,NA,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2013-066A,39416,Continuation of constellation.
High,97.8,-0.10994558460447426,-0.5947671347066148,AprizeSat 8 (exactView-12),NR,USA/Argentina,Aprize Satellite,Commercial,Communications/Maritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0,594,669,0.005355995143897736,97.99,12,12,NA,2013-11-21T00:00:00Z,NA,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2013-066K,39425,Continuation of constellation.
High,97.9,-0.09094730914526299,-0.594753427042908,AprizeSat 9 (exactView-11),NR,Canada,exactEarth,Commercial,Communications/Maritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0,613,715,0.0072504975831674725,98,12,12,NA,2014-06-19T00:00:00Z,NA,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2014-033J,40018,Will provide tracking and data monitoring services for companies with remote or mobile assets.
Low,0.01,-0.16175303607584327,1.2394416382415328,Apstar 6,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,NA,GEO,NA,134.04,35778,35794,1.89771325552709e-4,1436.08,4680,NA,NA,2005-04-12T00:00:00Z,NA,Alcatel Space Industries,France/Italy,Xichang Satellite Launch Center,Long March 3B,2005-012A,28638,NA
Low,0.05,-0.1628235101060567,1.2394690535689465,Apstar 6C,NR (10/18),China,APT Satellite Holdings Ltd.,Commercial,Communications,NA,GEO,NA,134,35783,35790,8.302397020625527e-5,1436.1,NA,NA,NA,2018-05-03T00:00:00Z,15,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B,2018-041A,43450,"45 C-band, Ku-band and Ka-band transponders, Apstar 6C’s wider coverage zone will stretch from Siberia and India in the north and west, to Australia and Hawaii in the south and east."
Low,0.03,-0.1624690160363964,1.2452399799895248,Apstar 7,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,NA,GEO,NA,76.5,35864,35874,1.1837401453632898e-4,1440.31,5054,NA,NA,2012-03-31T00:00:00Z,15,Thales Alenia Space,France/Italy,Xichang Satellite Launch Center,Long March 3B,2012-013A,38107,Replacement for Apstar 2R.
Low,0.12,-0.1629424237638294,1.239345684595585,Apstar 9,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,NA,GEO,NA,142,35782,35788,7.116593523899893e-5,1436.01,5200,NA,10500,2015-10-16T00:00:00Z,15,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B,2015-059A,40982,Replacement for Apstar 9A.
Low,0.06,-0.15901735043807566,1.2394142229141192,Arabsat 5C,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,NA,GEO,NA,19.989999999999998,35766,35805,4.6257309247903596e-4,1436.06,4630,NA,NA,2011-09-21T00:00:00Z,15,Astrium/Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA,2011-049B,37810,"26 active C-band transponders, 12 active Ka-band transponders"
Low,0.01,-0.16175303607584327,1.2394553459052398,Arabsat 7F (Nimiq 1),Canada,Multinational,Arab Satellite Communications Org. (ASCO),Commercial,Communications,NA,GEO,NA,44.5,35778,35794,1.89771325552709e-4,1436.09,3600,1700,8600,1999-05-20T00:00:00Z,12,Lockheed Martin/Spar Aerospace,USA/Canada,Baikonur Cosmodrome,Proton D,1999-027A,25740,Television broadcast;  32 Ku-band.
High,97.5,-0.15489663532775694,-0.5995511093403009,Arkyd-6A,USA,USA,Planetary Resources,Commercial,Technology Development,NA,LEO,Sun-Synchronous,0,493,505,8.734895909157083e-4,94.5,10,NA,NA,2018-01-11T00:00:00Z,NA,Planetary Resources,USA,Satish Dhawan Space Centre,PSLV,2018-004V,43130,NA
Low,0.01,-0.16163411959606552,1.239427930577826,ArSat 1,Argentina,Argentina,ArSat,Commercial,Communications,NA,GEO,NA,-71.8,35778,35795,2.0162964192947707e-4,1436.07,3000,NA,NA,2014-10-16T00:00:00Z,15,INVAP S.E.,Argentina,Guiana Space Center,Ariane 5 ECA,2014-062B,40272,"First geostationary communications satellite built in Argentina. It will support television broadcasts, data transmission and Internet access for customers in Argentina, Chile, Uruguay and Paraguay."
Low,0.01,-0.16187229389264804,1.2394142229141192,ArSat 2,Argentina,Argentina,ArSat,Commercial,Communications,NA,GEO,NA,-81,35786,35801,1.7787897114803088e-4,1436.06,2977,NA,4600,2015-09-30T00:00:00Z,15,INVAP S.E.,Argentina,Guiana Space Center,Ariane 5 ECA,2015-054B,40941,NA
Low,0.02,-0.16222879792264505,1.239427930577826,AsiaSat-3S (Asiasat 3SA),China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,NA,GEO,NA,105.55,35780,35792,1.4232849416453175e-4,1436.07,3480,2500,10000,1999-03-21T00:00:00Z,15,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton K,1999-013A,25657,"28 C-band, 16 Ku-band; broadcasting, internet services, multimedia, telecommunications"
Low,0,-0.16306138820805494,1.2394690535689465,AsiaSat-4,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,NA,GEO,NA,122.24,35784,35789,5.93028358616109e-5,1436.1,4137,2275,9500,2003-04-12T00:00:00Z,15,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 3B,2003-014A,27718,"28 C-band, 16 Ku-band; extensive C-band coverage across Asia and targeted Ku-band beams for Australasia, East Asia, and a BSS payload for provision of Direct to Home (DTH) services to Hong Kong."
Low,0,-0.16163411959606552,1.2394827612326533,AsiaSat-5,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,NA,GEO,NA,100.5,35778,35795,2.0162964192947707e-4,1436.11,3760,NA,NA,2009-08-11T00:00:00Z,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Breeze M,2009-042A,35696,"14 Ku-Band, 26 C-band, serving all of Asia."
Low,0.07,-0.16246673527209166,1.2395650072148945,AsiaSat-6 (Thaicom-7),China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,NA,GEO,NA,120,35783,35793,1.1860145168176859e-4,1436.17,3700,NA,NA,2014-09-07T00:00:00Z,15,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2014-052A,40141,14 of the 28 C-band transponders will be operated by Thaicom as Thaicom 7.
Low,0.02,-0.16234778493638533,1.2395650072148945,AsiaSat-7,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,NA,GEO,NA,105.5,35782,35793,1.304631441617743e-4,1436.17,3813,NA,NA,2011-11-25T00:00:00Z,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2011-069A,37933,"28 C-band, 17 Ku-band, and a Ka-band payload. Will replace AsiaSat-3S."
Low,0.07,-0.16222883177907554,1.2394690535689465,AsiaSat-8,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,NA,GEO,NA,105.5,35781,35793,1.4232511801124368e-4,1436.1,4500,NA,8500,2014-08-05T00:00:00Z,15,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2014-046A,40107,24 Ku-band transponders.
Low,0.02,-0.1628235101060567,1.2394690535689465,AsiaSat-9,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,NA,GEO,NA,122,35783,35790,8.302397020625527e-5,1436.1,6140,NA,NA,2017-09-28T00:00:00Z,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton,2017-057A,42942,"38 Ku-band, 28 C-band transponders."
Low,0.02,-0.16032582953377567,1.239537591887481,AsiaStar,USA,USA,1Worldspace,Commercial,Communications,NA,GEO,NA,104.97,35773,35801,3.3209194202623525e-4,1436.15,2775,1530,5600,2000-03-21T00:00:00Z,15,Alcatel Space Industries,France,Guiana Space Center,Ariane 5G,2000-016A,26107,"Africa, Middle East, Asia, Latin America and Caribbean. Services to underserved emerging markets; low-cost portable receivers."
High,97.48,-0.16292692559153965,-0.59920841774763,ASNARO 1 (Advanced Satellite with New system Architecture for Observation),Japan,Japan,Japan Space Systems,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,506,507,7.271140841998109e-5,94.75,500,NA,NA,2014-11-06T00:00:00Z,3,NEC Corporation,Japan,Dombarovsky Air Base,Dnepr,2014-070A,40298,Japanese optical high-resolution Earth imaging mission under development by the NEC Corporation and USEF (Institute for Unmanned Space Experiment Free Flyer).
High,97.3,-0.15489663532775694,-0.5995511093403009,ASNARO 2 (Advanced Satellite with New system Architecture for Observation),Japan,Japan,Japan Space Systems,Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0,493,505,8.734895909157083e-4,94.5,570,NA,NA,2018-01-17T00:00:00Z,3,NEC Corporation,Japan,Uchinoura Space Center,Epsilon,2018-007A,43152,X-band radar.
High,51.6,-0.15995430856202114,-0.6021555654445999,ASTERIA ( (Arcsecond Space Telescope Enabling Research in Astrophysics),USA,USA,Massachusetts Institute of Technology/NASA,Government/Civil,Technology Development,Space Science,LEO,Non-Polar Inclined,0,400,405,3.6913990402362494e-4,92.6,12,NA,NA,2017-11-20T00:00:00Z,1,NASA Jet Propulsion Laboratory/MIT,USA,International Space Station,Nanorack Deployer,1998-067NH,43020,"Technology demonstration of astrophysical measurements using a Cubesat, with a primary goal of training early-career engineers."
Low,1.15,-0.1613961878867807,1.2394416382415328,Astra 1D,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,NA,GEO,NA,67.7,35776,35795,2.2535612197696622e-4,1436.08,2924,1700,3300,1994-11-01T00:00:00Z,15,Hughes Space and Communications Co.,USA,Guiana Space Center,Ariane 42P,1994-070A,23331,Primarily backup for Astra 1B and 1C; 18 Ku-band transponders; continental Europe.
Low,0.03,-0.16139629509881065,1.239537591887481,Astra 1F,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,NA,GEO,NA,19.22,35778,35797,2.2534543082488288e-4,1436.15,3010,1800,4400,1996-04-18T00:00:00Z,15,Hughes Space and Communications Co.,USA,Baikonur Cosmodrome,Proton K,1996-021A,23842,Direct tv broadcast to Europe; 16 Ku-band transponders; Europe.
Low,0.04,-0.1623477228662627,1.2394416382415328,Astra 1G,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,NA,GEO,NA,19.239999999999998,35780,35791,1.3046933377613835e-4,1436.08,3379,3010,6600,1997-12-02T00:00:00Z,15,Hughes Space and Communications Co.,USA,Baikonur Cosmodrome,Proton K,1997-076A,25071,Direct-to-home tv; multimedia; 32 Ku-band transponders; Europe
Low,0.06,-0.16151510436538719,1.2393868075867056,Astra 1H,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,NA,GEO,NA,-67.599999999999994,35776,35794,2.134978057169968e-4,1436.04,3690,2300,6600,1999-06-18T00:00:00Z,15,Hughes Space and Communications Co.,USA,Baikonur Cosmodrome,Proton D,1999-033A,25785,"Direct-to-home tv; multimedia; broadcasting; 32 Ku-band for first five years, 28 after; Europe."
Low,0.08,-0.1587795823720867,1.2394690535689465,Astra 1KR,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,NA,GEO,NA,19.16,35766,35807,4.862832540652094e-4,1436.1,4332,NA,12000,2006-04-20T00:00:00Z,15,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 5,2006-012A,29055,32 Ku-band transponders; direct-to-home broadcast services across Europe.
Low,0.05,-0.16056355809975903,1.2393730999229986,Astra 1L,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,NA,GEO,NA,19.3,35772,35798,3.0838571936899536e-4,1436.03,4500,NA,13000,2007-05-04T00:00:00Z,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2007-016A,31306,"29 Ku-band, 2 Ka-band transponders first five years; 25 Ku-band and 2 Ka-band thereafter."
Low,0.14,-0.15795262365535045,1.2423476629473824,Astra 1M,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,NA,GEO,NA,19.2,35804,35852,5.687473339968719e-4,1438.2,5345,NA,9900,2008-11-05T00:00:00Z,15,EADS Astrium,France,Baikonur Cosmodrome,Proton M,2008-057A,33436,Direct-to-home and HD television.
Low,0.12,-0.1559178863543931,1.236727520827579,Astra 1N,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,NA,GEO,NA,28.2,35715,35780,7.71650739003977e-4,1434.1,5350,NA,NA,2011-08-06T00:00:00Z,15,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2011-041A,37775,Direct-to-home and HD television.
Low,0.08,-0.16115836339206904,1.2394964688963601,Astra 2A,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,NA,GEO,NA,28.16,35776,35797,2.490719106187658e-4,1436.12,3635,2500,7000,1998-08-30T00:00:00Z,15,Hughes Space and Communications Co.,USA,Baikonur Cosmodrome,Proton K,1998-050A,25462,"Voice and video communications to Europe; 32 Ku-band for first five years, 28 after."
Low,0.07,-0.1602068509840761,1.2394827612326533,Astra 2B,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,NA,GEO,NA,31.33,35772,35801,3.4395644799734324e-4,1436.11,3315,1400,7800,2000-09-14T00:00:00Z,14,Astrium,France/UK/Germany,Guiana Space Center,Ariane 5G,2000-054A,26494,"Direct-to-home; broadcasting, multimedia; 30 Ku-band for first five years, 28 after; UK and Ireland."
